source_file,source_kind,level_name,scope,owner_kind,owner_name,owner_id,definition_id,preset_name,script_name,raw_parameters,parsed_parameters,script_declaration_source,warnings
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Flyover NodBase Dogfight Controller.101797,101797,81960001,,M01_FP_NodBase_Dogfight_Contoller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:16325,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Flyover NodBase EastWest Controller.101795,101795,81960001,,M01_FP_NodBase_EastWest_Contoller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:16561,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Flyover NodBase NorthSouth Controller.101793,101793,81960001,,M01_FP_NodBase_NorthSouth_Contoller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:16756,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Flyover NodBase SouthNorth Controller.101794,101794,81960001,,M01_FP_NodBase_SouthNorth_Contoller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:16840,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Flyover NodBase WestEast Controller.101796,101796,81960001,,M01_FP_NodBase_WestEast_Contoller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:16671,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,POW_AutoRifle_Player.116787,116787,81950083,,M01_First_AutoRifle_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:17283,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,POW_AutoRifle_Player.117619,117619,81950083,,M01_First_AutoRifle_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:17283,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,POW_AutoRifle_Player.117623,117623,81950083,,M01_First_AutoRifle_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:17283,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Daves Arrow.106694,106694,81960001,,M01_GDIBaseCommander_EvacController_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:17577,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_All.112014,112014,82060002,,M01_GDIBase_AI_ExitZone_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:15058,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,M01_Capt_Duncan.106050,106050,81930304,,M01_GDIBase_BaseCommander_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:18584,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,GDI Base evac controller.103419,103419,81960001,,M01_GDIBase_EvacMonitor_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:10115,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Light_Tank.102435,102435,82080027,,M01_GDIBase_LightTank_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:15122,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,GDI Base Pow Controller.103331,103331,81960001,,M01_GDIBase_POWEncounter02_Controller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:17736,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,GDI Base POW Conv Controller.121237,121237,81960001,,M01_GDIBase_POW_Conversation_Controller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:19570,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Light_Tank.120022,120022,82080027,,M01_GDIBase_RealLightTank_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:17188,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,GDI Base Artillery ControllerM01.102294,102294,81960001,,M01_GDI_Base_Artillery_Controller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:7309,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,GDIBASE spawner controler.102335,102335,81960001,,M01_GDI_Base_Spawner_Controller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:6399,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Building Node,SP_Con_Yard_GDI.157976,157976,491530005,,M01_GDI_ConYard_Building_Script_JDG,0,,,Script declaration not found in catalog.
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Escort dialog controller.103396,103396,81960001,,M01_GDI_Escort_Conversation_Controller_GDI,0,arg0=0,Code\Scripts\Mission01.cpp:9274,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,POW_SniperRifle_Player.123253,123253,81950013,,M01_GDI_GuardTower02_SniperRifle_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:19752,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.102360,102360,81930142,,M01_GDI_GuardTower_NOD_Commander_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:14691,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Building Node,SP_Power_Plant_GDI.157977,157977,491530006,,M01_GDI_PowerPlant_Building_Script_JDG,0,,,Script declaration not found in catalog.
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_Star.120844,120844,519,,M01_GateSwitch_Tutorial_Zone_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:18109,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_Star.124260,124260,519,,M01_GiveMCTSpeech_Zone_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:20516,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_Star.123645,123645,519,,M01_GuardTower02_Sniper_TowerZone_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:19897,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,turret controller.113325,113325,81960001,,M01_GunboatAction_Controller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:18312,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_All.102500,102500,82060002,,M01_Gunboat_Spawn_Hovercraft_Zone_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:7598,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,HON Cafeteria Eating Dude.101293,101293,81930140,,M01_HON_Cafeteria_Eating_Guy_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:3851,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,HON Cafeteria Walking Guy.101294,101294,81930140,,M01_HON_Cafeteria_Walking_Guy_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:3947,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Dojo sensei.102051,102051,81930142,,M01_HON_Commander_Guy,0,arg0=0,Code\Scripts\Mission01.cpp:3183,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.102357,102357,81930142,,M01_HON_Commander_Guy,0,arg0=0,Code\Scripts\Mission01.cpp:3183,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.102358,102358,81930142,,M01_HON_Commander_Guy,0,arg0=0,Code\Scripts\Mission01.cpp:3183,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.101998,101998,81930142,,M01_HON_Commander_Guy,0,arg0=0,Code\Scripts\Mission01.cpp:3183,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.102001,102001,81930142,,M01_HON_Commander_Guy,0,arg0=0,Code\Scripts\Mission01.cpp:3183,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.122041,122041,81930142,,M01_HON_Commander_Guy,0,arg0=0,Code\Scripts\Mission01.cpp:3183,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Dojo civ 01.102048,102048,81930189,,M01_HON_Dojo_Civ_01_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:11148,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Dojo civ 02.102049,102049,81930190,,M01_HON_Dojo_Civ_01_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:11148,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Dojo civ 03.102050,102050,81930191,,M01_HON_Dojo_Civ_01_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:11148,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Dojo sensei.102051,102051,81930142,,M01_HON_Dojo_Trainer_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:10983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_FlameThrower_0.101298,101298,81930138,,M01_HON_Dorm_ChemGuy_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:3588,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,HON Dormroom Crapper.101301,101301,81930142,,M01_HON_Dorm_Crapper_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:3396,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,HON Dormroom Flame Guy.101299,101299,81930138,,M01_HON_Dorm_FlameGuy_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:3499,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,HON Dormroom Minigunner.101296,101296,81930140,,M01_HON_Dorm_MiniGunner_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:3764,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,HON Dormroom Rocket Guy.101297,101297,81930140,,M01_HON_Dorm_RocketGuy_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:3677,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Hand of nod Repair engineer.101948,101948,81930137,,M01_HON_Engineer02_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:8727,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_1Off.103373,103373,81930142,,M01_HON_Escorts_Warroom_MCT_Commander_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:8673,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_0.103374,103374,81930140,,M01_HON_Escorts_Warroom_MCT_Protector01_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:8709,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_MiniGunner_0.103375,103375,81930140,,M01_HON_Escorts_Warroom_MCT_Protector02_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:8717,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_All.103378,103378,82060002,,M01_HON_Escorts_Warroom_MCT_ZoneController_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:20132,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.101998,101998,81930142,,M01_HON_Paintball_Team_01_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:10695,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Paintball team 01 guy 02.102000,102000,81930140,,M01_HON_Paintball_Team_01_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:10695,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Paintball team 01 minigunner.101999,101999,81930140,,M01_HON_Paintball_Team_01_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:10695,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_0.102002,102002,81930140,,M01_HON_Paintball_Team_02_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:10836,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_0.102003,102003,81930140,,M01_HON_Paintball_Team_02_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:10836,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Nod_Minigunner_1Off.102001,102001,81930142,,M01_HON_Paintball_Team_02_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:10836,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_Star.115383,115383,519,,M01_HON_RedKey_Zone_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:15600,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_All.124044,124044,82060002,,M01_HON_WarroomController_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:20671,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,SAM_Site_Quick_Turn.100031,100031,82080057,,M01_HandOfNod_SAMSite_Script,0,arg0=0,Code\Scripts\Mission01.cpp:3201,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Entering HON Workout Level Zone 01.100703,100703,519,,M01_Hand_Of_Nod_Dojo_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:4090,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Exititng the HON via Medlab.101032,101032,519,,M01_Hand_Of_Nod_Exterior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,HON Window Zone.101285,101285,519,,M01_Hand_Of_Nod_Exterior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,HON Window Zone.101286,101286,519,,M01_Hand_Of_Nod_Exterior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,HON Window Zone.101287,101287,519,,M01_Hand_Of_Nod_Exterior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,HON Window Zone.101288,101288,519,,M01_Hand_Of_Nod_Exterior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,HON Window Zone.101289,101289,519,,M01_Hand_Of_Nod_Exterior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,HON Window Zone.101290,101290,519,,M01_Hand_Of_Nod_Exterior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,HON Window Zone.101291,101291,519,,M01_Hand_Of_Nod_Exterior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Outside Hand Of Nod Zone 01.100377,100377,519,,M01_Hand_Of_Nod_Exterior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Outside Hand of Nod Zone 02.100379,100379,519,,M01_Hand_Of_Nod_Exterior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2983,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Entering HON Grunt Level Zone 02.100702,100702,519,,M01_Hand_Of_Nod_Grunt_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:4079,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Entering HON SleepQuarters Zone 02.101069,101069,519,,M01_Hand_Of_Nod_Grunt_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:4079,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Hand of Nod--Entering Grunt Level Zone.100688,100688,519,,M01_Hand_Of_Nod_Grunt_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:4079,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Entering HON via the Medlab.101068,101068,519,,M01_Hand_Of_Nod_Interior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2972,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Inside Hand of Nod Zone 01.100378,100378,519,,M01_Hand_Of_Nod_Interior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2972,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Inside Hand of Nod Zone 02.100380,100380,519,,M01_Hand_Of_Nod_Interior_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:2972,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Building Node,SP_Hand_Of_Nod_Nod.153909,153909,491530002,,M01_Hand_of_Nod_Building_Script_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:2564,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_Star.123846,123846,519,,M01_Havoc_In_WarroomZone_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:20641,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Script_Zone_Star.123847,123847,519,,M01_Havoc_Out_WarroomZone_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:20656,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,Hovercraft Explosion Controller.121839,121839,81960001,,M01_Hovercraft_Explosion_Controller_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:21002,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M04.LVL,LevelSource,Single Player Level Source Files,level-node,Spawner Node,M04 EngineRoom Reinforcement Spawner.101942,101942,82050052,,M01_Hunt_The_Player_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:8616,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M04.LVL,LevelSource,Single Player Level Source Files,level-node,Spawner Node,M04 EngineRoom Reinforcement Spawner.101943,101943,82050052,,M01_Hunt_The_Player_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:8616,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,M01_GDI_Gunboat.101477,101477,82080050,,M01_Initial_Gunboat_Script_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:18384,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Interior Nun Conversation Zone.101370,101370,519,,M01_Interior_Nun_Conversation_Zone_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:9165,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Object Node,HON Interogation Surprise Guy.101357,101357,81930142,,M01_Interrogation_Room_Surprise_Guy_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:5337,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Left interrogation room zone.101354,101354,519,,M01_Left_Interrogation_Room_Enter_Zone_JDG,0,arg0=0,Code\Scripts\Mission01.cpp:5281,
C:\Program Files (x86)\Steam\steamapps\common\Command & Conquer Renegade\Modding Support\Single Player Level Source Files\M01.LVL,LevelSource,Single Player Level Source Files,level-node,Zone Node,Lose Church Escorts Zone 01.100882,100882,519,,M01_Lose_Any_Church_Escorts_Zone,0,arg0=0,Code\Scripts\Mission01.cpp:3105,
